# Fixture: adac2024_oracle_targets.tsv | extracted 19 July 2026 by DDFS bridge fixture pinning
# Source: /Shared/Archive/2024/ADAC - 2024 Forecast Update/Data and Analysis/Design day/SENT/AUH_Design day forecast_10.06.2024_vSent.xlsx
# Egnyte group_id 7461fc92-e4ce-492b-973c-256615c380d4, entry_id 479e01db-b3ca-4bf8-ae59-4e5201b916e6 (Project Falcon, Design Day Flight Schedules - 2024, cover date 10-Jun-24)
# Sign convention: departures are NEGATIVE in the source hourly tables; signs kept as printed. Year labels read from column headers, never inferred.
# Summary - ATMs case filter as rendered: Case >> Base. Hourly table columns: 2019A 2019D 2024A 2024D 2028A 2028D 2032A 2032D 2038A 2038D 2044A 2044D 2040A (Motts) 2040D (Motts).
# Rolling-hour Max row: mapped to the rolling-hour table header beneath it (2019A..2044D plus 2032A/2032D (2023 DDFS)); mapping verified against the rolling table column maxima (e.g. 2023 DDFS A max 42, D max |-69|). Rolling Max departures are displayed POSITIVE in the source; recorded as printed.
# NOT extracted (flagged, not filled): Summary - ATMs section 3 'All data - movements' (rolling total movements, headers 2019/2023/2024/2028/2032/2042/Motts (2040), no Total/Max summary rows); the right-hand duplicate chart-feed blocks of each table; per-row rolling-hour and 5-minute detail.
# Summary - Pax contains NO hourly-interval table (only 'All data - rolling hour'); its Max and daily total rows are pinned below. Pax Motts columns hold placeholder value 1.
# Overview - High sheet exists (High case KPI block) but was not extracted; Overview - Base pinned below.
# Render coverage: first 2,000,000 characters of the workbook render fetched (covers Cover through AOG_High start); remainder of AOG_High data sheet not fetched - all Summary/Overview sheets fully covered.
sheet	section	measure	row	split	year	value
Summary - ATMs	Hourly ATMs	ATMs	07	D	2044	-31
Summary - ATMs	Hourly ATMs	ATMs	07	A (Motts)	2040	13
Summary - ATMs	Hourly ATMs	ATMs	07	D (Motts)	2040	-5
Summary - ATMs	Hourly ATMs	ATMs	08	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	08	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	08	A	2024	5
Summary - ATMs	Hourly ATMs	ATMs	08	D	2024	-16
Summary - ATMs	Hourly ATMs	ATMs	08	A	2028	10
Summary - ATMs	Hourly ATMs	ATMs	08	D	2028	-22
Summary - ATMs	Hourly ATMs	ATMs	08	A	2032	10
Summary - ATMs	Hourly ATMs	ATMs	08	D	2032	-22
Summary - ATMs	Hourly ATMs	ATMs	08	A	2038	13
Summary - ATMs	Hourly ATMs	ATMs	08	D	2038	-23
Summary - ATMs	Hourly ATMs	ATMs	08	A	2044	21
Summary - ATMs	Hourly ATMs	ATMs	08	D	2044	-28
Summary - ATMs	Hourly ATMs	ATMs	08	A (Motts)	2040	5
Summary - ATMs	Hourly ATMs	ATMs	08	D (Motts)	2040	-26
Summary - ATMs	Hourly ATMs	ATMs	09	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	09	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	09	A	2024	2
Summary - ATMs	Hourly ATMs	ATMs	09	D	2024	-20
Summary - ATMs	Hourly ATMs	ATMs	09	A	2028	6
Summary - ATMs	Hourly ATMs	ATMs	09	D	2028	-34
Summary - ATMs	Hourly ATMs	ATMs	09	A	2032	6
Summary - ATMs	Hourly ATMs	ATMs	09	D	2032	-43
Summary - ATMs	Hourly ATMs	ATMs	09	A	2038	8
Summary - ATMs	Hourly ATMs	ATMs	09	D	2038	-58
Summary - ATMs	Hourly ATMs	ATMs	09	A	2044	9
Summary - ATMs	Hourly ATMs	ATMs	09	D	2044	-72
Summary - ATMs	Hourly ATMs	ATMs	09	A (Motts)	2040	0
Summary - ATMs	Hourly ATMs	ATMs	09	D (Motts)	2040	-29
Summary - ATMs	Hourly ATMs	ATMs	10	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	10	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	10	A	2024	2
Summary - ATMs	Hourly ATMs	ATMs	10	D	2024	-10
Summary - ATMs	Hourly ATMs	ATMs	10	A	2028	5
Summary - ATMs	Hourly ATMs	ATMs	10	D	2028	-15
Summary - ATMs	Hourly ATMs	ATMs	10	A	2032	6
Summary - ATMs	Hourly ATMs	ATMs	10	D	2032	-15
Summary - ATMs	Hourly ATMs	ATMs	10	A	2038	6
Summary - ATMs	Hourly ATMs	ATMs	10	D	2038	-16
Summary - ATMs	Hourly ATMs	ATMs	10	A	2044	6
Summary - ATMs	Hourly ATMs	ATMs	10	D	2044	-18
Summary - ATMs	Hourly ATMs	ATMs	10	A (Motts)	2040	2
Summary - ATMs	Hourly ATMs	ATMs	10	D (Motts)	2040	-24
Summary - ATMs	Hourly ATMs	ATMs	11	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	11	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	11	A	2024	4
Summary - ATMs	Hourly ATMs	ATMs	11	D	2024	-2
Summary - ATMs	Hourly ATMs	ATMs	11	A	2028	9
Summary - ATMs	Hourly ATMs	ATMs	11	D	2028	-8
Summary - ATMs	Hourly ATMs	ATMs	11	A	2032	13
Summary - ATMs	Hourly ATMs	ATMs	11	D	2032	-8
Summary - ATMs	Hourly ATMs	ATMs	11	A	2038	14
Summary - ATMs	Hourly ATMs	ATMs	11	D	2038	-9
Summary - ATMs	Hourly ATMs	ATMs	11	A	2044	15
Summary - ATMs	Hourly ATMs	ATMs	11	D	2044	-10
Summary - ATMs	Hourly ATMs	ATMs	11	A (Motts)	2040	6
Summary - ATMs	Hourly ATMs	ATMs	11	D (Motts)	2040	-4
Summary - ATMs	Hourly ATMs	ATMs	12	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	12	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	12	A	2024	22
Summary - ATMs	Hourly ATMs	ATMs	12	D	2024	-1
Summary - ATMs	Hourly ATMs	ATMs	12	A	2028	27
Summary - ATMs	Hourly ATMs	ATMs	12	D	2028	-5
Summary - ATMs	Hourly ATMs	ATMs	12	A	2032	31
Summary - ATMs	Hourly ATMs	ATMs	12	D	2032	-8
Summary - ATMs	Hourly ATMs	ATMs	12	A	2038	37
Summary - ATMs	Hourly ATMs	ATMs	12	D	2038	-9
Summary - ATMs	Hourly ATMs	ATMs	12	A	2044	44
Summary - ATMs	Hourly ATMs	ATMs	12	D	2044	-9
Summary - ATMs	Hourly ATMs	ATMs	12	A (Motts)	2040	22
Summary - ATMs	Hourly ATMs	ATMs	12	D (Motts)	2040	-1
Summary - ATMs	Hourly ATMs	ATMs	13	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	13	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	13	A	2024	9
Summary - ATMs	Hourly ATMs	ATMs	13	D	2024	-6
Summary - ATMs	Hourly ATMs	ATMs	13	A	2028	11
Summary - ATMs	Hourly ATMs	ATMs	13	D	2028	-12
Summary - ATMs	Hourly ATMs	ATMs	13	A	2032	15
Summary - ATMs	Hourly ATMs	ATMs	13	D	2032	-15
Summary - ATMs	Hourly ATMs	ATMs	13	A	2038	20
Summary - ATMs	Hourly ATMs	ATMs	13	D	2038	-15
Summary - ATMs	Hourly ATMs	ATMs	13	A	2044	27
Summary - ATMs	Hourly ATMs	ATMs	13	D	2044	-17
Summary - ATMs	Hourly ATMs	ATMs	13	A (Motts)	2040	4
Summary - ATMs	Hourly ATMs	ATMs	13	D (Motts)	2040	-8
Summary - ATMs	Hourly ATMs	ATMs	14	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	14	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	14	A	2024	1
Summary - ATMs	Hourly ATMs	ATMs	14	D	2024	-29
Summary - ATMs	Hourly ATMs	ATMs	14	A	2028	7
Summary - ATMs	Hourly ATMs	ATMs	14	D	2028	-37
Summary - ATMs	Hourly ATMs	ATMs	14	A	2032	11
Summary - ATMs	Hourly ATMs	ATMs	14	D	2032	-45
Summary - ATMs	Hourly ATMs	ATMs	14	A	2038	14
Summary - ATMs	Hourly ATMs	ATMs	14	D	2038	-56
Summary - ATMs	Hourly ATMs	ATMs	14	A	2044	16
Summary - ATMs	Hourly ATMs	ATMs	14	D	2044	-69
Summary - ATMs	Hourly ATMs	ATMs	14	A (Motts)	2040	0
Summary - ATMs	Hourly ATMs	ATMs	14	D (Motts)	2040	-19
Summary - ATMs	Hourly ATMs	ATMs	15	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	15	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	15	A	2024	4
Summary - ATMs	Hourly ATMs	ATMs	15	D	2024	-3
Summary - ATMs	Hourly ATMs	ATMs	15	A	2028	11
Summary - ATMs	Hourly ATMs	ATMs	15	D	2028	-8
Summary - ATMs	Hourly ATMs	ATMs	15	A	2032	15
Summary - ATMs	Hourly ATMs	ATMs	15	D	2032	-11
Summary - ATMs	Hourly ATMs	ATMs	15	A	2038	18
Summary - ATMs	Hourly ATMs	ATMs	15	D	2038	-13
Summary - ATMs	Hourly ATMs	ATMs	15	A	2044	24
Summary - ATMs	Hourly ATMs	ATMs	15	D	2044	-15
Summary - ATMs	Hourly ATMs	ATMs	15	A (Motts)	2040	2
Summary - ATMs	Hourly ATMs	ATMs	15	D (Motts)	2040	-4
Summary - ATMs	Hourly ATMs	ATMs	16	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	16	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	16	A	2024	7
Summary - ATMs	Hourly ATMs	ATMs	16	D	2024	-5
Summary - ATMs	Hourly ATMs	ATMs	16	A	2028	12
Summary - ATMs	Hourly ATMs	ATMs	16	D	2028	-7
Summary - ATMs	Hourly ATMs	ATMs	16	A	2032	14
Summary - ATMs	Hourly ATMs	ATMs	16	D	2032	-10
Summary - ATMs	Hourly ATMs	ATMs	16	A	2038	15
Summary - ATMs	Hourly ATMs	ATMs	16	D	2038	-11
Summary - ATMs	Hourly ATMs	ATMs	16	A	2044	15
Summary - ATMs	Hourly ATMs	ATMs	16	D	2044	-13
Summary - ATMs	Hourly ATMs	ATMs	16	A (Motts)	2040	3
Summary - ATMs	Hourly ATMs	ATMs	16	D (Motts)	2040	-3
Summary - ATMs	Hourly ATMs	ATMs	17	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	17	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	17	A	2024	4
Summary - ATMs	Hourly ATMs	ATMs	17	D	2024	-5
Summary - ATMs	Hourly ATMs	ATMs	17	A	2028	10
Summary - ATMs	Hourly ATMs	ATMs	17	D	2028	-9
Summary - ATMs	Hourly ATMs	ATMs	17	A	2032	14
Summary - ATMs	Hourly ATMs	ATMs	17	D	2032	-12
Summary - ATMs	Hourly ATMs	ATMs	17	A	2038	19
Summary - ATMs	Hourly ATMs	ATMs	17	D	2038	-13
Summary - ATMs	Hourly ATMs	ATMs	17	A	2044	23
Summary - ATMs	Hourly ATMs	ATMs	17	D	2044	-13
Summary - ATMs	Hourly ATMs	ATMs	17	A (Motts)	2040	2
Summary - ATMs	Hourly ATMs	ATMs	17	D (Motts)	2040	-2
Summary - ATMs	Hourly ATMs	ATMs	18	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	18	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	18	A	2024	9
Summary - ATMs	Hourly ATMs	ATMs	18	D	2024	-5
Summary - ATMs	Hourly ATMs	ATMs	18	A	2028	10
Summary - ATMs	Hourly ATMs	ATMs	18	D	2028	-6
Summary - ATMs	Hourly ATMs	ATMs	18	A	2032	13
Summary - ATMs	Hourly ATMs	ATMs	18	D	2032	-9
Summary - ATMs	Hourly ATMs	ATMs	18	A	2038	15
Summary - ATMs	Hourly ATMs	ATMs	18	D	2038	-12
Summary - ATMs	Hourly ATMs	ATMs	18	A	2044	15
Summary - ATMs	Hourly ATMs	ATMs	18	D	2044	-12
Summary - ATMs	Hourly ATMs	ATMs	18	A (Motts)	2040	13
Summary - ATMs	Hourly ATMs	ATMs	18	D (Motts)	2040	-4
Summary - ATMs	Hourly ATMs	ATMs	19	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	19	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	19	A	2024	27
Summary - ATMs	Hourly ATMs	ATMs	19	D	2024	-2
Summary - ATMs	Hourly ATMs	ATMs	19	A	2028	28
Summary - ATMs	Hourly ATMs	ATMs	19	D	2028	-4
Summary - ATMs	Hourly ATMs	ATMs	19	A	2032	35
Summary - ATMs	Hourly ATMs	ATMs	19	D	2032	-6
Summary - ATMs	Hourly ATMs	ATMs	19	A	2038	37
Summary - ATMs	Hourly ATMs	ATMs	19	D	2038	-9
Summary - ATMs	Hourly ATMs	ATMs	19	A	2044	41
Summary - ATMs	Hourly ATMs	ATMs	19	D	2044	-9
Summary - ATMs	Hourly ATMs	ATMs	19	A (Motts)	2040	38
Summary - ATMs	Hourly ATMs	ATMs	19	D (Motts)	2040	-3
Summary - ATMs	Hourly ATMs	ATMs	20	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	20	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	20	A	2024	5
Summary - ATMs	Hourly ATMs	ATMs	20	D	2024	-4
Summary - ATMs	Hourly ATMs	ATMs	20	A	2028	6
Summary - ATMs	Hourly ATMs	ATMs	20	D	2028	-4
Summary - ATMs	Hourly ATMs	ATMs	20	A	2032	11
Summary - ATMs	Hourly ATMs	ATMs	20	D	2032	-5
Summary - ATMs	Hourly ATMs	ATMs	20	A	2038	21
Summary - ATMs	Hourly ATMs	ATMs	20	D	2038	-5
Summary - ATMs	Hourly ATMs	ATMs	20	A	2044	26
Summary - ATMs	Hourly ATMs	ATMs	20	D	2044	-5
Summary - ATMs	Hourly ATMs	ATMs	20	A (Motts)	2040	18
Summary - ATMs	Hourly ATMs	ATMs	20	D (Motts)	2040	-4
Summary - ATMs	Hourly ATMs	ATMs	21	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	21	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	21	A	2024	9
Summary - ATMs	Hourly ATMs	ATMs	21	D	2024	-19
Summary - ATMs	Hourly ATMs	ATMs	21	A	2028	11
Summary - ATMs	Hourly ATMs	ATMs	21	D	2028	-21
Summary - ATMs	Hourly ATMs	ATMs	21	A	2032	16
Summary - ATMs	Hourly ATMs	ATMs	21	D	2032	-26
Summary - ATMs	Hourly ATMs	ATMs	21	A	2038	18
Summary - ATMs	Hourly ATMs	ATMs	21	D	2038	-30
Summary - ATMs	Hourly ATMs	ATMs	21	A	2044	18
Summary - ATMs	Hourly ATMs	ATMs	21	D	2044	-34
Summary - ATMs	Hourly ATMs	ATMs	21	A (Motts)	2040	3
Summary - ATMs	Hourly ATMs	ATMs	21	D (Motts)	2040	-23
Summary - ATMs	Hourly ATMs	ATMs	22	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	22	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	22	A	2024	13
Summary - ATMs	Hourly ATMs	ATMs	22	D	2024	-13
Summary - ATMs	Hourly ATMs	ATMs	22	A	2028	17
Summary - ATMs	Hourly ATMs	ATMs	22	D	2028	-15
Summary - ATMs	Hourly ATMs	ATMs	22	A	2032	18
Summary - ATMs	Hourly ATMs	ATMs	22	D	2032	-22
Summary - ATMs	Hourly ATMs	ATMs	22	A	2038	26
Summary - ATMs	Hourly ATMs	ATMs	22	D	2038	-29
Summary - ATMs	Hourly ATMs	ATMs	22	A	2044	27
Summary - ATMs	Hourly ATMs	ATMs	22	D	2044	-35
Summary - ATMs	Hourly ATMs	ATMs	22	A (Motts)	2040	10
Summary - ATMs	Hourly ATMs	ATMs	22	D (Motts)	2040	-19
Summary - ATMs	Hourly ATMs	ATMs	23	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	23	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	23	A	2024	16
Summary - ATMs	Hourly ATMs	ATMs	23	D	2024	-10
Summary - ATMs	Hourly ATMs	ATMs	23	A	2028	17
Summary - ATMs	Hourly ATMs	ATMs	23	D	2028	-11
Summary - ATMs	Hourly ATMs	ATMs	23	A	2032	19
Summary - ATMs	Hourly ATMs	ATMs	23	D	2032	-13
Summary - ATMs	Hourly ATMs	ATMs	23	A	2038	22
Summary - ATMs	Hourly ATMs	ATMs	23	D	2038	-16
Summary - ATMs	Hourly ATMs	ATMs	23	A	2044	22
Summary - ATMs	Hourly ATMs	ATMs	23	D	2044	-17
Summary - ATMs	Hourly ATMs	ATMs	23	A (Motts)	2040	15
Summary - ATMs	Hourly ATMs	ATMs	23	D (Motts)	2040	-8
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2024	225
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2024	-219
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2028	331
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2028	-327
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2032	408
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2032	-406
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2038	501
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2038	-499
Summary - ATMs	Hourly ATMs	ATMs	Total	A	2044	591
Summary - ATMs	Hourly ATMs	ATMs	Total	D	2044	-589
Summary - ATMs	Hourly ATMs	ATMs	Total	A (Motts)	2040	243
Summary - ATMs	Hourly ATMs	ATMs	Total	D (Motts)	2040	-240
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2024	444
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2028	658
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2032	814
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2038	1000
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D	2044	1180
Summary - ATMs	Hourly ATMs	ATMs	Total ATM	A+D (Motts)	2040	483
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2019	0
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2019	0
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2024	27
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2024	-32
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2028	28
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2028	-38
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2032	35
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2032	-46
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2038	38
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2038	-59
Summary - ATMs	Hourly ATMs	ATMs	Max	A	2044	46
Summary - ATMs	Hourly ATMs	ATMs	Max	D	2044	-72
Summary - ATMs	Hourly ATMs	ATMs	Max	A (Motts)	2040	45
